stylesheet,selector,snippet
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay .dots i:nth-child(3)","animation-delay: .30s;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","@keyframes dotPulse","0%, 100% { opacity: .25; transform: scale(1); } 50% { opacity: 1; transform: scale(1.6); }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Accesibilidad: menos movimiento si el usuario lo pide */ @media (prefers-reduced-motion: reduce)",".futbolin-spinner, #futbolin-loader-overlay .dots i { animation: none; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* === Texto: pulso sutil (opacidad) === */ #futbolin-loader-overlay .futbolin-loader-text","margin-top: 10px; font-weight: 900; font-size: clamp(28px, 4.5vw, 56px); line-height: 1.1; letter-spacin"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","@keyframes textPulse","0%, 100% { opacity: .85; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* === Tres puntos: solo opacidad (sin translate/scale) === */ #futbolin-loader-overlay .dots","display: inline-flex; gap: .22em; margin-left: .18em;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay .dots i","width: .28em; height: .28em; border-radius: 50%; background: currentColor; opacity: .2; animation: do"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay .dots i:nth-child(2)","animation-delay: .15s;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay .dots i:nth-child(3)","animation-delay: .30s;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","@keyframes dotFade","0%, 100% { opacity: .2; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Respeto de accesibilidad */ @media (prefers-reduced-motion: reduce)","#futbolin-loader-overlay .futbolin-loader-text, #futbolin-loader-overlay .dots i { animation: none; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Efecto shimmer interno (sin desplazar el contenedor) */ #futbolin-loader-overlay .futbolin-loader-text.shimmer","background: linear-gradient(90deg, #0f172a 0%, #2c3e50 35%, #0f172a 70%); background-size: 200% 100%; -webkit-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","@keyframes shimmer","0% { background-position: 0% 50%; } 100% { background-position: 200% 50%; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* ====== FORZAR ANIMACIONES DEL LOADER (ignora reduced motion) ====== */ #futbolin-loader-overlay.force-motion .futbolin-loader-text","animation: textPulse 1.8s ease-in-out infinite !important; will-change: opacity;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","#futbolin-loader-overlay.force-motion .dots i","animation: dotFade 1.2s ease-in-out infinite !important; will-change: opacity;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Pulso sutil del texto */ @keyframes textPulse","0%, 100% { opacity: .85; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/17-loader.css","/* Puntos con fade escalonado (sin mover el texto) */ @keyframes dotFade","0%, 100% { opacity: .2; } 50% { opacity: 1; }"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css","/* 5. SIDEBAR Y FORMULARIOS ------------------------------------------------------------------- */ .futbolin-sidebar .futbolin-card","background-color: var(--futbolin-bg-card-hover); border: 1px solid var(--futbolin-border-color); padding"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css",".futbolin-search-form input[type=""text""]:focus","outline: none; border-color: var(--futbolin-color-primary); box-shadow: 0 0 0 3px var(--futbolin-bg-high"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css",".futbolin-search-form button","height: 50%; background-color: var(--futbolin-color-primary); color: #fff; font-weight: bold;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/05-sidebar-forms.css",".futbolin-search-form button:hover","background-color: #2563eb; border-color: #2563eb;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".category-pill[data-category=""elite-plata""]","background:#ecf0f1; color:#4d4d4d; border-color:#d0d7da;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".category-pill[data-category=""elite-oro""]","background:#ffeaa7; color:#6d4c00; border-color:#f1d37a;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".category-pill[data-category=""elite-bronce""]","background:#f3d1b0; color:#6b3e1e; border-color:#e4b692;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".category-pill[data-category=""master-plata""]","background:#ecf0f1; color:#4d4d4d; border-color:#d0d7da;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".category-pill[data-category=""master-bronce""]","background:#f3d1b0; color:#6b3e1e; border-color:#e4b692;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".category-pill[data-category=""amateur""]","background:#dfe6e9; color:#2d3436; border-color:#c8d0d4;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css","/* Variante SIN categoría: 3 columnas (Pos | Jug | Pts) */ .futbolin-card.no-category .ranking-header, .futbolin-card.no-category .ranking-row","grid-template-columns: 90px 1fr 160px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".futbolin-card.no-category .ranking-player-category","display:none !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css","/* Bloque especial para Win Rate (se mantiene separado) */ .players-win-rate-ranking .ranking-header, .players-win-rate-ranking .ranking-row","display:grid; grid-template-columns:50px 3fr 1fr 1fr; gap:15px;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".players-win-rate-ranking .ranking-header","background:var(--futbolin-color-primary); color:#fff; font-weight:700; padding:10px 15px; border-radius:8px 8px 0 0"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".players-win-rate-ranking .ranking-row","padding:10px 15px; border-bottom:1px solid var(--futbolin-border-color);"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".players-win-rate-ranking .ranking-header span a","font-size:.9rem;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css","/* Utilidad: placeholder de foto */ .player-photo-placeholder","width:50px; height:50px; background:var(--futbolin-bg-main); border:2px solid var(--futbolin-border-color); border-"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css","/* Colores base (tonos medalla) */ :root","--podium-gold-bg: #ffefb3; --podium-gold-bd: #d4af37; --podium-silver-bg: #ececec; --podium-silver-bd: #bfb"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css","/* Fila completa coloreada (sin cebreado) */ .ranking-row.podium-1","background: var(--podium-gold-bg) !important; border-color: var(--podium-gold-bd) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".ranking-row.podium-2","background: var(--podium-silver-bg) !important; border-color: var(--podium-silver-bd) !important;"
"http://127.0.0.1/wp-content/plugins/ranking-futbolin/assets/css/07-ranking-table.css",".ranking-row.podium-3","background: var(--podium-bronze-bg) !important; border-color: var(--podium-bronze-bd) !important;"
